ass_ln,stn_no,dt,shift,tgt_prod,act_prod,eff_perc,def_unit,min_threshold,max_cap,stock_avl,downtime_hrs,stn_status,shortages,part_name
Line C,1,3/10/2025,Morning,148,147,99.3,7,28,185,147,0.3,Shortage Pause,9,Timing Belt
Line C,2,3/10/2025,Night,90,82,91.1,1,20,199,137,0.2,Active,0,Battery
Line C,3,3/10/2025,Night,131,87,66.4,3,47,176,87,0.7,Shortage Pause,35,Headlight Bulb
Line D,1,3/10/2025,Morning,100,48,48,1,47,161,48,1.8,Shortage Pause,54,Windshield Wiper
Line D,2,3/10/2025,Night,78,78,100,1,42,189,117,0,Active,0,Engine Oil Filter
Line D,3,3/10/2025,Night,9,0,0,0,36,171,89,1.3,Paused,0,Air Filter
Line A,1,3/11/2025,Morning,117,53,45.3,2,21,191,53,2.9,Shortage Pause,64,Engine Oil Filter
Line A,2,3/11/2025,Morning,151,117,77.5,1,25,167,117,0.4,Shortage Pause,12,Air Filter
Line A,3,3/11/2025,Night,8,0,0,0,29,150,44,0.9,Paused,0,Spark Plug Set
Line B,1,3/11/2025,Morning,115,133,115.7,1,40,232,152,0,Active,0,Brake Pad Set
Line B,2,3/11/2025,Night,107,100,93.5,1,49,208,100,0.3,Shortage Pause,5,Brake Disc
Line B,3,3/11/2025,Night,95,69,72.6,1,36,157,69,1,Shortage Pause,33,Shock Absorber
Line C,1,3/11/2025,Night,135,126,93.3,1,28,185,148,0,Active,0,Timing Belt
Line C,2,3/11/2025,Morning,110,55,50,4,20,199,55,2.3,Shortage Pause,67,Battery
Line C,3,3/11/2025,Morning,133,83,62.4,3,47,176,83,0.8,Shortage Pause,49,Headlight Bulb
Line D,1,3/11/2025,Morning,99,0,0,0,47,161,0,3,Shortage Pause,100,Windshield Wiper
Line D,2,3/11/2025,Morning,80,39,48.8,2,42,189,39,1.1,Shortage Pause,42,Engine Oil Filter
Line D,3,3/11/2025,Night,91,89,97.8,3,36,171,89,0.2,Shortage Pause,2,Air Filter
Line A,1,3/12/2025,Morning,105,92,87.6,3,21,191,172,0.2,Active,0,Engine Oil Filter
Line A,2,3/12/2025,Night,163,102,62.6,2,25,167,102,1.2,Shortage Pause,58,Air Filter
Line A,3,3/12/2025,Night,95,44,46.3,2,29,150,44,2.4,Shortage Pause,49,Spark Plug Set
Line B,1,3/12/2025,Night,93,91,97.8,2,40,232,165,0,Active,0,Brake Pad Set
Line B,2,3/12/2025,Night,117,0,0,0,49,208,0,4.4,Shortage Pause,103,Brake Disc
Line B,3,3/12/2025,Morning,92,86,93.5,0,36,157,128,0,Active,0,Shock Absorber
Line C,1,3/12/2025,Night,121,121,100,3,28,185,175,0,Active,0,Timing Belt
Line C,2,3/12/2025,Night,103,81,78.6,5,20,199,119,0.3,Active,0,Battery
Line C,3,3/12/2025,Morning,102,0,0,0,47,176,0,3.6,Shortage Pause,101,Headlight Bulb
Line D,1,3/12/2025,Morning,98,95,96.9,1,47,161,125,0,Active,0,Windshield Wiper
Line D,2,3/12/2025,Morning,8,0,0,0,42,189,0,8,Maintenance,0,Engine Oil Filter
Line D,3,3/12/2025,Morning,74,69,93.2,1,36,171,108,0,Active,0,Air Filter
Line A,1,3/13/2025,Night,123,80,65,1,21,191,80,1.5,Shortage Pause,54,Engine Oil Filter
Line A,2,3/13/2025,Night,185,128,69.2,8,25,167,128,0.6,Shortage Pause,40,Air Filter
Line A,3,3/13/2025,Night,92,0,0,0,29,150,0,3.5,Shortage Pause,108,Spark Plug Set
Line B,1,3/13/2025,Morning,93,74,79.6,1,40,232,74,0.7,Shortage Pause,16,Brake Pad Set
Line B,2,3/13/2025,Night,99,108,109.1,2,49,208,174,0,Active,0,Brake Disc
Line B,3,3/13/2025,Night,71,42,59.2,3,36,157,42,1,Shortage Pause,21,Shock Absorber
Line C,1,3/13/2025,Night,147,54,36.7,1,28,185,54,2.5,Shortage Pause,92,Timing Belt
Line C,2,3/13/2025,Night,96,38,39.6,1,20,199,38,2.2,Shortage Pause,70,Battery
Line C,3,3/13/2025,Morning,123,126,102.4,0,47,176,131,0,Active,0,Headlight Bulb
Line D,1,3/13/2025,Night,85,71,83.5,1,47,161,106,0,Active,0,Windshield Wiper
Line D,2,3/13/2025,Night,92,0,0,0,42,189,0,2.6,Shortage Pause,99,Engine Oil Filter
Line D,3,3/13/2025,Night,88,39,44.3,4,36,171,39,2.6,Shortage Pause,45,Air Filter
Line A,1,3/14/2025,Night,108,112,103.7,2,21,191,136,0,Active,0,Engine Oil Filter
Line A,2,3/14/2025,Morning,15,0,0,0,25,167,0,1.1,Paused,0,Air Filter
Line A,3,3/14/2025,Night,73,77,105.5,0,29,150,112,0,Active,0,Spark Plug Set
Line B,1,3/14/2025,Morning,119,125,105,0,40,232,174,0,Active,0,Brake Pad Set
Line B,2,3/14/2025,Night,111,66,59.5,2,49,208,66,0.9,Shortage Pause,35,Brake Disc
Line B,3,3/14/2025,Morning,90,75,83.3,2,36,157,133,0,Active,0,Shock Absorber
Line C,1,3/14/2025,Morning,141,113,80.1,2,28,185,113,0.7,Shortage Pause,20,Timing Belt
Line C,2,3/14/2025,Morning,95,90,94.7,1,20,199,175,0,Active,0,Battery
Line C,3,3/14/2025,Morning,11,0,0,0,47,176,139,1.4,Paused,0,Headlight Bulb
Line D,1,3/14/2025,Morning,101,91,90.1,1,47,161,110,0,Active,0,Windshield Wiper
Line D,2,3/14/2025,Morning,8,0,0,0,42,189,0,1.7,Paused,0,Engine Oil Filter
Line D,3,3/14/2025,Night,82,69,84.1,1,36,171,87,0,Active,0,Air Filter
Line A,1,3/15/2025,Morning,138,24,17.4,0,21,191,24,2.5,Shortage Pause,110,Engine Oil Filter
Line A,2,3/15/2025,Morning,163,0,0,0,25,167,0,5.5,Shortage Pause,144,Air Filter
Line A,3,3/15/2025,Morning,97,35,36.1,1,29,150,35,2.4,Shortage Pause,67,Spark Plug Set
Line B,1,3/15/2025,Morning,101,49,48.5,2,40,232,49,2.9,Shortage Pause,67,Brake Pad Set
Line B,2,3/15/2025,Morning,106,0,0,0,49,208,0,4.2,Shortage Pause,112,Brake Disc
Line B,3,3/15/2025,Night,74,58,78.4,2,36,157,58,0.4,Shortage Pause,12,Shock Absorber
Line C,1,3/15/2025,Night,153,126,82.4,1,28,185,126,0.7,Shortage Pause,27,Timing Belt
Line C,2,3/15/2025,Morning,92,85,92.4,1,20,199,85,0.1,Shortage Pause,2,Battery
Line C,3,3/15/2025,Morning,137,129,94.2,1,47,176,139,0,Active,0,Headlight Bulb
Line D,1,3/15/2025,Morning,96,94,97.9,0,47,161,126,0,Active,0,Windshield Wiper
Line D,2,3/15/2025,Morning,75,84,112,1,42,189,110,0,Active,0,Engine Oil Filter
Line D,3,3/15/2025,Morning,72,80,111.1,3,36,171,156,0,Active,0,Air Filter
Line A,1,3/16/2025,Morning,125,135,108,2,21,191,159,0,Active,0,Engine Oil Filter
Line A,2,3/16/2025,Morning,158,141,89.2,2,25,167,141,0.7,Shortage Pause,25,Air Filter
Line A,3,3/16/2025,Morning,92,0,0,0,29,150,0,5.6,Shortage Pause,108,Spark Plug Set
Line B,1,3/16/2025,Night,110,0,0,0,40,232,0,4.3,Shortage Pause,108,Brake Pad Set
Line B,2,3/16/2025,Night,10,0,0,0,49,208,111,1.8,Paused,0,Brake Disc
Line B,3,3/16/2025,Night,82,79,96.3,2,36,157,129,0,Active,0,Shock Absorber
Line C,1,3/16/2025,Night,115,0,0,0,28,185,0,2.7,Shortage Pause,103,Timing Belt
Line C,2,3/16/2025,Night,101,108,106.9,0,20,199,157,0,Active,0,Battery
Line C,3,3/16/2025,Night,114,125,109.6,4,47,176,125,0.2,Shortage Pause,6,Headlight Bulb
Line D,1,3/16/2025,Night,113,107,94.7,1,47,161,125,0,Active,0,Windshield Wiper
Line D,2,3/16/2025,Morning,6,0,0,0,42,189,160,0.7,Paused,0,Engine Oil Filter
Line D,3,3/16/2025,Morning,87,76,87.4,1,36,171,76,0.3,Shortage Pause,9,Air Filter
Line A,1,3/17/2025,Night,127,24,18.9,0,21,191,24,4.4,Shortage Pause,115,Engine Oil Filter
Line A,2,3/17/2025,Morning,151,0,0,0,25,167,0,4.7,Shortage Pause,155,Air Filter
Line A,3,3/17/2025,Morning,92,87,94.6,1,29,150,104,0,Active,0,Spark Plug Set
Line B,1,3/17/2025,Night,9,0,0,0,40,232,206,1.2,Paused,0,Brake Pad Set
Line B,2,3/17/2025,Night,113,111,98.2,1,49,208,111,0.3,Shortage Pause,19,Brake Disc
Line B,3,3/17/2025,Night,66,50,75.8,2,36,157,50,0.8,Shortage Pause,18,Shock Absorber
Line C,1,3/17/2025,Night,142,166,116.9,5,28,185,166,0.2,Shortage Pause,8,Timing Belt
Line C,2,3/17/2025,Morning,94,49,52.1,3,20,199,49,1.7,Shortage Pause,35,Battery
Line C,3,3/17/2025,Morning,99,91,91.9,0,47,176,97,0,Active,0,Headlight Bulb
Line D,1,3/17/2025,Morning,10,0,0,0,47,161,96,1.3,Paused,0,Windshield Wiper
Line D,2,3/17/2025,Night,92,82,89.1,0,42,189,160,0,Active,0,Engine Oil Filter
Line D,3,3/17/2025,Night,80,0,0,0,36,171,0,4.4,Shortage Pause,83,Air Filter
Line A,1,3/18/2025,Morning,9,0,0,0,21,191,150,8,Maintenance,0,Engine Oil Filter
Line A,2,3/18/2025,Night,136,117,86,1,25,167,117,0.9,Shortage Pause,22,Air Filter
Line A,3,3/18/2025,Morning,92,17,18.5,0,29,150,17,4.6,Shortage Pause,72,Spark Plug Set
Line B,1,3/18/2025,Night,103,96,93.2,1,40,232,206,0,Active,0,Brake Pad Set
Line B,2,3/18/2025,Night,109,102,93.6,1,49,208,102,0.4,Shortage Pause,14,Brake Disc
Line B,3,3/18/2025,Night,96,91,94.8,0,36,157,107,0,Active,0,Shock Absorber
Line C,1,3/18/2025,Morning,151,0,0,0,28,185,0,4.6,Shortage Pause,157,Timing Belt
Line C,2,3/18/2025,Night,10,0,0,0,20,199,0,1.7,Paused,0,Battery
Line C,3,3/18/2025,Morning,116,103,88.8,1,47,176,103,0.4,Shortage Pause,9,Headlight Bulb
Line D,1,3/18/2025,Night,101,96,95,2,47,161,96,0.7,Shortage Pause,21,Windshield Wiper
Line D,2,3/18/2025,Night,83,78,94,1,42,189,78,0.4,Shortage Pause,1,Engine Oil Filter
Line D,3,3/18/2025,Morning,87,84,96.6,1,36,171,138,0,Active,0,Air Filter
Line A,1,3/19/2025,Night,103,122,118.4,1,21,191,150,0,Active,0,Engine Oil Filter
Line A,2,3/19/2025,Morning,147,151,102.7,3,25,167,152,0,Active,0,Air Filter
Line A,3,3/19/2025,Morning,104,90,86.5,1,29,150,90,1.1,Shortage Pause,23,Spark Plug Set
Line B,1,3/19/2025,Morning,108,110,101.9,0,40,232,110,0.8,Shortage Pause,24,Brake Pad Set
Line B,2,3/19/2025,Morning,117,98,83.8,0,49,208,98,0.8,Shortage Pause,20,Brake Disc
Line B,3,3/19/2025,Night,74,16,21.6,1,36,157,16,2,Shortage Pause,65,Shock Absorber
Line C,1,3/19/2025,Morning,131,121,92.4,0,28,185,121,0.3,Shortage Pause,9,Timing Belt
Line C,2,3/19/2025,Night,80,76,95,1,20,199,136,0,Active,0,Battery
Line C,3,3/19/2025,Morning,113,107,94.7,1,47,176,125,0,Active,0,Headlight Bulb
Line D,1,3/19/2025,Morning,99,83,83.8,1,47,161,83,0.1,Shortage Pause,5,Windshield Wiper
Line D,2,3/19/2025,Night,80,0,0,0,42,189,0,3.1,Shortage Pause,74,Engine Oil Filter
Line D,3,3/19/2025,Morning,94,54,57.4,2,36,171,54,1,Shortage Pause,43,Air Filter
Line A,1,3/20/2025,Night,121,28,23.1,1,21,191,28,3.3,Shortage Pause,112,Engine Oil Filter
Line A,2,3/20/2025,Morning,152,93,61.2,3,25,167,93,1.9,Shortage Pause,66,Air Filter
Line A,3,3/20/2025,Morning,93,84,90.3,0,29,150,84,0.6,Shortage Pause,15,Spark Plug Set
Line B,1,3/20/2025,Morning,108,96,88.9,1,40,232,194,0,Active,0,Brake Pad Set
Line B,2,3/20/2025,Night,101,0,0,0,49,208,0,4.9,Shortage Pause,107,Brake Disc
Line B,3,3/20/2025,Morning,8,0,0,0,36,157,89,1.3,Paused,0,Shock Absorber
Line C,1,3/20/2025,Night,144,137,95.1,2,28,185,137,0.5,Shortage Pause,18,Timing Belt
Line C,2,3/20/2025,Morning,101,60,59.4,5,20,199,60,1.5,Shortage Pause,30,Battery
Line C,3,3/20/2025,Night,109,105,96.3,1,47,176,142,0,Active,0,Headlight Bulb
Line D,1,3/20/2025,Morning,99,104,105.1,1,47,161,115,0,Active,0,Windshield Wiper
Line D,2,3/20/2025,Morning,69,0,0,0,42,189,0,2.9,Shortage Pause,77,Engine Oil Filter
Line D,3,3/20/2025,Night,74,64,86.5,1,36,171,112,0.4,Active,0,Air Filter
Line A,1,3/21/2025,Night,114,0,0,0,21,191,0,5.9,Shortage Pause,107,Engine Oil Filter
Line A,2,3/21/2025,Night,153,124,81,1,25,167,124,0.4,Shortage Pause,16,Air Filter
Line A,3,3/21/2025,Night,88,88,100,2,29,150,130,0,Active,0,Spark Plug Set
Line B,1,3/21/2025,Night,99,98,99,2,40,232,98,0.3,Shortage Pause,11,Brake Pad Set
Line B,2,3/21/2025,Morning,100,112,112,0,49,208,171,0,Active,0,Brake Disc
Line B,3,3/21/2025,Night,90,86,95.6,0,36,157,89,0.2,Active,0,Shock Absorber
Line C,1,3/21/2025,Night,13,0,0,0,28,185,139,8,Maintenance,0,Timing Belt
Line C,2,3/21/2025,Night,99,0,0,0,20,199,0,2.6,Shortage Pause,101,Battery
Line C,3,3/21/2025,Morning,109,37,33.9,1,47,176,37,1.5,Shortage Pause,72,Headlight Bulb
Line D,1,3/21/2025,Morning,103,85,82.5,2,47,161,85,1.3,Shortage Pause,27,Windshield Wiper
Line D,2,3/21/2025,Morning,80,76,95,0,42,189,94,0,Active,0,Engine Oil Filter
Line D,3,3/21/2025,Morning,87,48,55.2,2,36,171,48,2.3,Shortage Pause,36,Air Filter
Line A,1,3/22/2025,Night,138,143,103.6,0,21,191,148,0,Active,0,Engine Oil Filter
Line A,2,3/22/2025,Night,162,101,62.3,6,25,167,101,0.8,Shortage Pause,40,Air Filter
Line A,3,3/22/2025,Night,83,42,50.6,1,29,150,42,2.2,Shortage Pause,25,Spark Plug Set
Line B,1,3/22/2025,Night,100,97,97,1,40,232,160,0,Active,0,Brake Pad Set
Line B,2,3/22/2025,Night,107,59,55.1,2,49,208,59,1.4,Shortage Pause,52,Brake Disc
Line B,3,3/22/2025,Night,93,86,92.5,0,36,157,106,0,Active,0,Shock Absorber
Line C,1,3/22/2025,Night,144,139,96.5,2,28,185,139,0.3,Shortage Pause,10,Timing Belt
Line C,2,3/22/2025,Night,10,0,0,0,20,199,116,8,Maintenance,0,Battery
Line C,3,3/22/2025,Night,112,105,93.8,2,47,176,105,0.4,Shortage Pause,5,Headlight Bulb
Line D,1,3/22/2025,Morning,104,0,0,0,47,161,0,3.6,Shortage Pause,104,Windshield Wiper
Line D,2,3/22/2025,Night,65,56,86.2,0,42,189,160,0,Active,0,Engine Oil Filter
Line D,3,3/22/2025,Morning,88,0,0,0,36,171,0,4.7,Shortage Pause,89,Air Filter
Line A,1,3/23/2025,Night,106,113,106.6,2,21,191,177,0.3,Active,0,Engine Oil Filter
Line A,2,3/23/2025,Night,170,120,70.6,12,25,167,120,0.4,Shortage Pause,25,Air Filter
Line A,3,3/23/2025,Night,80,76,95,1,29,150,76,0.2,Shortage Pause,6,Spark Plug Set
Line B,1,3/23/2025,Morning,105,63,60,3,40,232,63,1.4,Shortage Pause,37,Brake Pad Set
Line B,2,3/23/2025,Night,120,0,0,0,49,208,0,2.8,Shortage Pause,123,Brake Disc
Line B,3,3/23/2025,Morning,83,85,102.4,0,36,157,124,0,Active,0,Shock Absorber
Line C,1,3/23/2025,Night,120,106,88.3,1,28,185,110,0,Active,0,Timing Belt
Line C,2,3/23/2025,Morning,97,103,106.2,0,20,199,116,0,Active,0,Battery
Line C,3,3/23/2025,Night,113,108,95.6,1,47,176,141,0,Active,0,Headlight Bulb
Line D,1,3/23/2025,Morning,115,102,88.7,0,47,161,102,0.1,Shortage Pause,2,Windshield Wiper
Line D,2,3/23/2025,Morning,90,86,95.6,0,42,189,104,0,Active,0,Engine Oil Filter
Line D,3,3/23/2025,Night,70,73,104.3,3,36,171,88,0,Active,0,Air Filter
Line A,1,3/24/2025,Morning,124,64,51.6,1,21,191,64,1.4,Shortage Pause,51,Engine Oil Filter
Line A,2,3/24/2025,Morning,132,87,65.9,4,25,167,87,1.7,Shortage Pause,49,Air Filter
Line A,3,3/24/2025,Morning,9,0,0,0,29,150,114,0.8,Paused,0,Spark Plug Set
Line B,1,3/24/2025,Night,95,0,0,0,40,232,0,5.2,Shortage Pause,94,Brake Pad Set
Line B,2,3/24/2025,Night,112,110,98.2,1,49,208,145,0,Active,0,Brake Disc
Line B,3,3/24/2025,Night,8,0,0,0,36,157,39,0.6,Paused,0,Shock Absorber
Line C,1,3/24/2025,Morning,137,4,2.9,0,28,185,4,5.8,Shortage Pause,130,Timing Belt
Line C,2,3/24/2025,Morning,86,87,101.2,0,20,199,132,0.4,Active,0,Battery
Line C,3,3/24/2025,Morning,122,115,94.3,0,47,176,126,0,Active,0,Headlight Bulb
Line D,1,3/24/2025,Morning,96,77,80.2,0,47,161,77,0.4,Shortage Pause,13,Windshield Wiper
Line D,2,3/24/2025,Morning,69,62,89.9,0,42,189,124,0,Active,0,Engine Oil Filter
Line D,3,3/24/2025,Night,6,0,0,0,36,171,161,1.7,Paused,0,Air Filter
Line A,1,3/25/2025,Morning,110,103,93.6,0,21,191,154,0,Active,0,Engine Oil Filter
Line A,2,3/25/2025,Night,165,131,79.4,5,25,167,131,0.4,Shortage Pause,32,Air Filter
Line A,3,3/25/2025,Morning,92,100,108.7,1,29,150,114,0,Active,0,Spark Plug Set
Line B,1,3/25/2025,Morning,106,101,95.3,0,40,232,158,0,Active,0,Brake Pad Set
Line B,2,3/25/2025,Night,115,121,105.2,0,49,208,150,0,Active,0,Brake Disc
Line B,3,3/25/2025,Morning,73,39,53.4,1,36,157,39,1.8,Shortage Pause,23,Shock Absorber
Line C,1,3/25/2025,Morning,126,119,94.4,2,28,185,119,0.6,Shortage Pause,22,Timing Belt
Line C,2,3/25/2025,Night,107,45,42.1,1,20,199,45,1.9,Shortage Pause,70,Battery
Line C,3,3/25/2025,Night,119,111,93.3,0,47,176,131,0.3,Active,0,Headlight Bulb
Line D,1,3/25/2025,Morning,113,77,68.1,2,47,161,77,1.3,Shortage Pause,24,Windshield Wiper
Line D,2,3/25/2025,Night,90,62,68.9,1,42,189,62,1.1,Shortage Pause,25,Engine Oil Filter
Line D,3,3/25/2025,Morning,72,78,108.3,0,36,171,161,0,Active,0,Air Filter
Line A,1,3/26/2025,Morning,118,51,43.2,3,21,191,51,1.4,Shortage Pause,69,Engine Oil Filter
Line A,2,3/26/2025,Night,140,131,93.6,2,25,167,131,0.3,Shortage Pause,5,Air Filter
Line A,3,3/26/2025,Night,8,0,0,0,29,150,114,0.9,Paused,0,Spark Plug Set
Line B,1,3/26/2025,Morning,108,57,52.8,3,40,232,57,3,Shortage Pause,68,Brake Pad Set
Line B,2,3/26/2025,Morning,105,98,93.3,1,49,208,180,0,Active,0,Brake Disc
Line B,3,3/26/2025,Morning,81,80,98.8,1,36,157,121,0,Active,0,Shock Absorber
Line C,1,3/26/2025,Morning,132,136,103,1,28,185,136,0.2,Shortage Pause,5,Timing Belt
Line C,2,3/26/2025,Night,83,77,92.8,0,20,199,172,0,Active,0,Battery
Line C,3,3/26/2025,Morning,130,119,91.5,1,47,176,119,0.8,Shortage Pause,22,Headlight Bulb
Line D,1,3/26/2025,Night,105,101,96.2,1,47,161,101,0.1,Shortage Pause,6,Windshield Wiper
Line D,2,3/26/2025,Morning,86,81,94.2,1,42,189,151,0,Active,0,Engine Oil Filter
Line D,3,3/26/2025,Morning,76,68,89.5,0,36,171,83,0,Active,0,Air Filter
Line A,1,3/27/2025,Morning,114,107,93.9,3,21,191,125,0,Active,0,Engine Oil Filter
Line A,2,3/27/2025,Night,137,96,70.1,2,25,167,96,0.8,Shortage Pause,44,Air Filter
Line A,3,3/27/2025,Morning,96,104,108.3,0,29,150,114,0,Active,0,Spark Plug Set
Line B,1,3/27/2025,Night,106,0,0,0,40,232,0,5.3,Shortage Pause,101,Brake Pad Set
Line B,2,3/27/2025,Morning,87,75,86.2,0,49,208,82,0,Active,0,Brake Disc
Line B,3,3/27/2025,Night,76,41,53.9,1,36,157,41,1.9,Shortage Pause,37,Shock Absorber
Line C,1,3/27/2025,Morning,134,0,0,0,28,185,0,5.9,Shortage Pause,131,Timing Belt
Line C,2,3/27/2025,Night,84,92,109.5,0,20,199,95,0,Active,0,Battery
Line C,3,3/27/2025,Morning,130,0,0,0,47,176,0,4.3,Shortage Pause,129,Headlight Bulb
Line D,1,3/27/2025,Night,115,91,79.1,3,47,161,91,0.9,Shortage Pause,24,Windshield Wiper
Line D,2,3/27/2025,Morning,89,70,78.7,1,42,189,70,1.1,Shortage Pause,28,Engine Oil Filter
Line D,3,3/27/2025,Night,74,71,95.9,0,36,171,114,0,Active,0,Air Filter
Line A,1,3/28/2025,Morning,11,0,0,0,21,191,18,1.5,Paused,0,Engine Oil Filter
Line A,2,3/28/2025,Night,173,98,56.6,1,25,167,98,2.6,Shortage Pause,80,Air Filter
Line A,3,3/28/2025,Morning,96,105,109.4,1,29,150,113,0,Active,0,Spark Plug Set
Line B,1,3/28/2025,Morning,87,77,88.5,0,40,232,154,0,Active,0,Brake Pad Set
Line B,2,3/28/2025,Morning,119,7,5.9,1,49,208,7,4.4,Shortage Pause,106,Brake Disc
Line B,3,3/28/2025,Morning,70,0,0,0,36,157,0,3.5,Shortage Pause,75,Shock Absorber
Line C,1,3/28/2025,Night,128,0,0,0,28,185,0,4.9,Shortage Pause,118,Timing Belt
Line C,2,3/28/2025,Morning,91,3,3.3,0,20,199,3,4.6,Shortage Pause,97,Battery
Line C,3,3/28/2025,Morning,118,102,86.4,1,47,176,103,0,Active,0,Headlight Bulb
Line D,1,3/28/2025,Morning,103,98,95.1,0,47,161,119,0,Active,0,Windshield Wiper
Line D,2,3/28/2025,Night,79,74,93.7,1,42,189,106,0,Active,0,Engine Oil Filter
Line D,3,3/28/2025,Morning,69,43,62.3,3,36,171,43,1.2,Shortage Pause,13,Air Filter
Line A,1,3/29/2025,Night,132,122,92.4,3,21,191,167,0,Active,0,Engine Oil Filter
Line A,2,3/29/2025,Morning,140,106,75.7,4,25,167,106,0.8,Shortage Pause,35,Air Filter
Line A,3,3/29/2025,Night,9,0,0,0,29,150,124,1.7,Paused,0,Spark Plug Set
Line B,1,3/29/2025,Morning,102,77,75.5,4,40,232,77,1.1,Shortage Pause,34,Brake Pad Set
Line B,2,3/29/2025,Morning,99,104,105.1,1,49,208,117,0,Active,0,Brake Disc
Line B,3,3/29/2025,Morning,71,73,102.8,1,36,157,128,0,Active,0,Shock Absorber
Line C,1,3/29/2025,Morning,125,98,78.4,2,28,185,98,0.7,Shortage Pause,22,Timing Belt
Line C,2,3/29/2025,Night,85,0,0,0,20,199,0,3.5,Shortage Pause,77,Battery
Line C,3,3/29/2025,Morning,114,1,0.9,0,47,176,1,4.7,Shortage Pause,112,Headlight Bulb
Line D,1,3/29/2025,Morning,97,21,21.6,0,47,161,21,2.3,Shortage Pause,68,Windshield Wiper
Line D,2,3/29/2025,Night,8,0,0,0,42,189,159,1.8,Paused,0,Engine Oil Filter
Line D,3,3/29/2025,Night,84,0,0,0,36,171,0,2.7,Shortage Pause,95,Air Filter
Line A,1,3/30/2025,Night,132,45,34.1,5,21,191,45,3.8,Shortage Pause,80,Engine Oil Filter
Line A,2,3/30/2025,Night,139,0,0,0,25,167,0,2.6,Shortage Pause,152,Air Filter
Line A,3,3/30/2025,Night,85,87,102.4,2,29,150,124,0,Active,0,Spark Plug Set
Line B,1,3/30/2025,Night,99,108,109.1,2,40,232,147,0,Active,0,Brake Pad Set
Line B,2,3/30/2025,Night,109,108,99.1,3,49,208,108,0.1,Shortage Pause,3,Brake Disc
Line B,3,3/30/2025,Morning,77,55,71.4,2,36,157,55,0.6,Shortage Pause,15,Shock Absorber
Line C,1,3/30/2025,Morning,167,0,0,0,28,185,0,2.1,Shortage Pause,172,Timing Belt
Line C,2,3/30/2025,Morning,80,79,98.8,0,20,199,133,0,Active,0,Battery
Line C,3,3/30/2025,Night,108,81,75,3,47,176,81,0.9,Shortage Pause,27,Headlight Bulb
Line D,1,3/30/2025,Night,119,0,0,0,47,161,0,2.1,Shortage Pause,109,Windshield Wiper
Line D,2,3/30/2025,Night,91,78,85.7,1,42,189,159,0,Active,0,Engine Oil Filter
Line D,3,3/30/2025,Morning,8,0,0,0,36,171,115,8,Maintenance,0,Air Filter
Line A,1,3/31/2025,Morning,130,133,102.3,3,21,191,162,0,Active,0,Engine Oil Filter
Line A,2,3/31/2025,Morning,165,0,0,0,25,167,0,3.5,Shortage Pause,158,Air Filter
Line A,3,3/31/2025,Morning,101,37,36.6,3,29,150,37,2.4,Shortage Pause,54,Spark Plug Set
Line B,1,3/31/2025,Night,113,102,90.3,0,40,232,232,0.4,Active,0,Brake Pad Set
Line B,2,3/31/2025,Night,116,115,99.1,2,49,208,115,0.4,Shortage Pause,26,Brake Disc
Line B,3,3/31/2025,Night,90,91,101.1,3,36,157,91,0.3,Shortage Pause,13,Shock Absorber
Line C,1,3/31/2025,Night,131,125,95.4,1,28,185,156,0,Active,0,Timing Belt
Line C,2,3/31/2025,Night,92,54,58.7,2,20,199,54,1.8,Shortage Pause,41,Battery
Line C,3,3/31/2025,Night,112,95,84.8,0,47,176,95,0.9,Shortage Pause,19,Headlight Bulb
Line D,1,3/31/2025,Night,104,86,82.7,1,47,161,86,0.3,Shortage Pause,15,Windshield Wiper
Line D,2,3/31/2025,Night,77,70,90.9,1,42,189,81,0,Active,0,Engine Oil Filter
Line D,3,3/31/2025,Night,81,81,100,0,36,171,115,0,Active,0,Air Filter
Line A,1,4/1/2025,Morning,99,29,29.3,0,21,191,29,4,Shortage Pause,76,Engine Oil Filter
Line A,2,4/1/2025,Night,141,0,0,0,25,167,0,3.6,Shortage Pause,144,Air Filter
Line A,3,4/1/2025,Night,101,105,104,1,29,150,133,0,Active,0,Spark Plug Set
Line B,1,4/1/2025,Night,96,97,101,1,40,232,130,0,Active,0,Brake Pad Set
Line B,2,4/1/2025,Night,117,104,88.9,2,49,208,104,0.3,Shortage Pause,8,Brake Disc
Line B,3,4/1/2025,Morning,90,101,112.2,0,36,157,101,0.2,Shortage Pause,2,Shock Absorber
Line C,1,4/1/2025,Night,143,31,21.7,2,28,185,31,4.8,Shortage Pause,135,Timing Belt
Line C,2,4/1/2025,Night,80,70,87.5,1,20,199,179,0,Active,0,Battery
Line C,3,4/1/2025,Night,12,0,0,0,47,176,86,8,Maintenance,0,Headlight Bulb
Line D,1,4/1/2025,Night,112,0,0,0,47,161,0,2.9,Shortage Pause,114,Windshield Wiper
Line D,2,4/1/2025,Morning,85,74,87.1,0,42,189,110,0.3,Active,0,Engine Oil Filter
Line D,3,4/1/2025,Night,78,86,110.3,1,36,171,171,0,Active,0,Air Filter
Line A,1,4/2/2025,Night,105,97,92.4,0,21,191,182,0,Active,0,Engine Oil Filter
Line A,2,4/2/2025,Night,155,96,61.9,3,25,167,96,1.5,Shortage Pause,87,Air Filter
Line A,3,4/2/2025,Morning,98,28,28.6,2,29,150,28,2.4,Shortage Pause,65,Spark Plug Set
Line B,1,4/2/2025,Morning,100,33,33,0,40,232,33,3,Shortage Pause,58,Brake Pad Set
